"filename", "language", "JavaScript", "YAML", "Markdown", "JSON", "HTML", "TypeScript", "JSON with Comments", "Properties", "Docker", "TypeScript JSX", "PostCSS", "MS SQL", "WebAssembly Text Format", "comment", "blank", "total"
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\.github\workflows\keep-awake.yml", "YAML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\IMAGE_ACCESS_CONTROL.md", "Markdown", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 103
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\MIGRATION_SUMMARY.md", "Markdown", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 108
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\README.md", "Markdown", 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 158
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\STORAGE_SETUP.md", "Markdown", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 94
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 13, 34
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\README.md", "Markdown", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 51
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\model-train-james-download\new6_mobilenetv3small_8fold_processed_roi_cnn_only.ipynb", "JSON", 0, 0, 0, 3202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3203
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\package.json", "JSON", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\config\cors.ts", "TypeScript", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 13, 56
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\config\index.ts", "TypeScript", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 6, 45
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\controllers\AccessCodeController.ts", "TypeScript", 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 22, 186
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\controllers\AnalysisController.ts", "TypeScript", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\controllers\AuditLogController.ts", "TypeScript", 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 22, 142
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\controllers\AuthController.ts", "TypeScript", 0, 0, 0, 0, 0, 381, 0, 0, 0, 0, 0, 0, 0, 0, 57, 438
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\controllers\ChatController.ts", "TypeScript", 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 19, 148
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\controllers\DeveloperOptionsController.ts", "TypeScript", 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 21, 123
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\controllers\InspectionController.ts", "TypeScript", 0, 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 26, 207
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\controllers\MarketLocationController.ts", "TypeScript", 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 22, 135
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\controllers\ProfileController.ts", "TypeScript", 0, 0, 0, 0, 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 32, 323
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\controllers\StatsController.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\controllers\UploadController.ts", "TypeScript", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 12, 7, 53
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\controllers\UserChatController.ts", "TypeScript", 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 12, 80
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\integrations\supabase.ts", "TypeScript", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\middleware\upload.ts", "TypeScript", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\models\InspectionResult.ts", "TypeScript", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\routes\accessCodes.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\routes\analysis.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\routes\auditLogs.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\routes\auth.ts", "TypeScript", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\routes\chat.ts", "TypeScript", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\routes\developerOptions.ts", "TypeScript", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\routes\inspections.ts", "TypeScript", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\routes\marketLocations.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\routes\profiles.ts", "TypeScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 4, 18
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\routes\stats.ts", "TypeScript", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\routes\upload.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 4, 16
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\routes\userChat.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\server.ts", "TypeScript", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 3, 17, 105
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\AccessCodeService.ts", "TypeScript", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 11, 75
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\AppSessionService.ts", "TypeScript", 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 0, 4, 26, 170
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\AuditLogService.ts", "TypeScript", 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 36, 207
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\AuthService.ts", "TypeScript", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 1, 51, 283
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\DeveloperOptionsService.ts", "TypeScript", 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 24, 110
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\InspectionService.ts", "TypeScript", 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 41, 194
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\MarketLocationService.ts", "TypeScript", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 14, 64
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\PasskeyCeremonyStore.ts", "TypeScript", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 12, 54
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\PasskeyService.ts", "TypeScript", 0, 0, 0, 0, 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 48, 314
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\ProfileService.ts", "TypeScript", 0, 0, 0, 0, 0, 275, 0, 0, 0, 0, 0, 0, 0, 2, 54, 331
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\SessionLimitService.ts", "TypeScript", 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 19, 21, 124
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\StatsService.ts", "TypeScript", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 3, 12, 63
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\StorageService.ts", "TypeScript", 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 19, 16, 113
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\services\UserChatService.ts", "TypeScript", 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 39, 218
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\types\inspection.ts", "TypeScript", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\src\types\reportOrganization.ts", "TypeScript", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 10, 47
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\functions\chat\index.ts", "TypeScript", 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 13, 131
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260313113439_12beb873-661e-4be0-b120-769e29e49af8.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 10, 47
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260313114452_8a069c85-ba36-44a0-a563-9f459050c478.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 8, 21, 120
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260313121403_6ae6f63c-5d00-49d0-8f39-826bae180616.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 3, 7, 44
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260322000000_storage_policies.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 48, 11, 65
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260414000000_add_inspector_code_to_profiles.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 5, 31
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260415001000_add_is_dark_mode_to_profiles.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260415002000_add_client_submission_id_to_inspections.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260415003000_add_show_detailed_results_to_profiles.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260502000000_add_not_fresh_classification.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260503001000_add_market_locations.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 6, 33
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260508000000_fix_rls_policies.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 24, 18, 74
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260508010000_add_audit_logs.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 8, 42
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260508121000_add_captured_at_to_inspections.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 4, 13
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260508193000_harden_audit_logs_rls.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 2, 6, 23
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260517090000_add_user_chat_messages.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 10, 45
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260531010000_add_onboarding_fields_to_profiles.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260620010000_add_passkey_credentials.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 19
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260624000000_add_passkey_credentials_rls.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 4, 14
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260625010000_add_user_sessions.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 4, 5, 21
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\migrations\20260628010000_add_report_organization_to_profiles.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 6, 44
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\templates\README.md", "Markdown", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 38
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\templates\confirmation.html", "HTML", 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 174
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\templates\email_change.html", "HTML", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\templates\invite.html", "HTML", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\templates\magic_link.html", "HTML", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\templates\reauthentication.html", "HTML", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 51
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\supabase\templates\recovery.html", "HTML", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 60
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\test\AppSessionService.test.ts", "TypeScript", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 13, 69
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\test\PasskeyCeremonyStore.test.ts", "TypeScript", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 9, 44
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\test\SessionLimitService.test.ts", "TypeScript", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 3, 14, 84
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\test\reportOrganization.test.ts", "TypeScript", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\backend\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\docker-compose.yml", "YAML", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 42
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\documentation\ARCHITECTURE.md", "Markdown", 0, 0, 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 454
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\documentation\DEPLOYMENT.md", "Markdown", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 215
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\documentation\GETTING_STARTED.md", "Markdown", 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 194
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\documentation\PROJECT_OVERVIEW.md", "Markdown", 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 187
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\documentation\README.md", "Markdown", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\documentation\backend_documentation.md", "Markdown", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 85
"c:\Users\Adriaan M. Dimate\Desktop\botchabuster\documentation\frontend_documentation.md", "Markdown", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 83
